TID,TR
TID_SELECT_HERO_INFO_RANK_REWARD,To Receive The Power Points
TID_SELECT_HERO_POW_INFO_TITLE,POWER POINTS REWARD
TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE,POWER POINTS PURCHASE
TID_SELECT_HERO_POW_INFO_BODY,CHOOSE A BRAWLER TO\nRECEIVE THE POWER POINTS
TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE,This Brawler is already maxed out on Power Points
TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE,CONFIRM PURCHASE
TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO,Power will go to <HERO>
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE,CONFIRM REWARD
TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO,Power will go to <HERO>
TID_NAVI_1,Shop
TID_NAVI_2,News
TID_NAVI_3,Battle
TID_NAVI_4,Brawlers
TID_NAVI_5,Club
TID_NAVI_6,Profile
TID_NAVI_7,Friends
TID_LEADERBOARD_TITLE,LEADERBOARDS
TID_LEADERBOARD_TAB_TOTAL,TOTAL\nTROPHIES
TID_LEADERBOARD_TAB_HEROES,BRAWLERS
TID_LEADERBOARD_TAB_CLANS,CLUBS
TID_LEADERBOARD_TAB_FRIENDS,FRIENDS
TID_LEADERBOARD_SUBTITLE_1,BEST PLAYERS
TID_LEADERBOARD_SUBTITLE_2,BEST CLUBS
TID_LEADERBOARD_SUBTITLE_0,BEST <HERO> PLAYERS
TID_BATTLE_MAIN_NEXT_REWARD,Next reward: <VALUE>/<MAX>
TID_BATTLE_MAIN_NEXT_PLANET,New map in: <TIME>
TID_BATTLE_MAIN_COLLECTED_COINS,<VALUE> collected
TID_GATCHA_ERROR_NOT_ENOUGH_GOLD,Collect 100 Tokens to get a Brawl Box!
TID_GATCHA_INFO,"<c0000ff>Brawl Boxes</c>\n\nOpen Brawl Boxes to find Brawlers, Power Points, Coins or Token Doublers."
TID_HERO_INFO_ABILITY_COLOR_1,12b400
TID_HERO_INFO_ABILITY_COLOR_2,df1800
TID_HERO_INFO_ABILITY_COLOR_3,005bd6
TID_HERO_INFO_ARMOR,HEALTH
TID_HERO_INFO_ABILITY,ATTACK: <NAME>
TID_HERO_INFO_ULTI,SUPER: <NAME>
TID_HERO_INFO_BACK,BACK
TID_HERO_INFO_UPGRADE,UPGRADE
TID_HERO_INFO_ABILITY_LEVEL,LVL <LEVEL>/<MAXLEVEL>
TID_HERO_INFO_CRAFT_HERO,Buy Brawler
TID_HERO_INFO_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_ITEM_RARITY,<c<COLOR>><NAME></c>
TID_HERO_INFO_POWER_BAR_TOOL_TIP,Collect Power Points from Brawl Boxes and shop offers to unlock the next upgrade
TID_HERO_INFO_STAR_POWER_CAN_DROP,Star Power can now be found from Brawl Boxes
TID_HERO_INFO_STAR_POWER_BLOCKED,Available in Brawl Boxes after <HERONAME> reaches POWER LEVEL <LEVEL>
TID_HERO_INFO_STAR_POWER_LABEL,STAR POWER: <NAME>
TID_HERO_INFO_ABILITY_DESC,<c<COLOR>><CAPTION></c>\n<BODY>
TID_MATCHMAKE_FAILED_5,Matchmake failed: event has expired
TID_MATCHMAKE_FAILED_7,Matchmake failed: team member was disconnected
TID_MATCHMAKE_FAILED_9,Matchmake failed: maintanance is starting
TID_MATCHMAKE_FAILED_11,Matchmake failed: team member left matchmaking
TID_MATCHMAKE_FAILED_12,Matchmake failed: you have already defeated the last boss
TID_SUDDEN_DEATH_TIMER,<n1>
TID_OWN_TEAM_WINNING,Blue team will win in:
TID_ENEMY_TEAM_WINNING,Red team will win in:
TID_OWN_TEAM,Blue team
TID_ENEMY_TEAM,Red team
TID_COUNTDOWN,COUNTDOWN
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,BRAWLERS
TID_HERO_LIST_DO_GATCHA,Open Brawl Box
TID_HERO_TIME_UNTIL_RELEASE,Arriving in <TIME>
TID_HERO_LIST_COMING_UP,Check out the details after the Brawler has been released
TID_SKIN_INFO_TIME_UNTIL_RELEASE,Arriving in <TIME>
TID_SKIN_INFO_,Supercell ID reward skin
TID_SKIN_INFO_1,Brawl Stars Pioneer skin!\n\nFor accounts created before 2019
TID_SKIN_INFO_2,Get this skin by connecting to Supercell ID from the settings screen!
TID_SKIN_INFO_3_TEASER,Coming soon...
TID_SKIN_INFO_3_AVAILABLE,\nAvailable for purchase for a limited time
TID_SKIN_INFO_3_NOT_AVAILABLE,\nNot currently available for purchase
TID_SKIN_INFO_3_HERO_NEEDED,\nUnlock Brawler first to buy this skin
TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE,Celebrate Brawlidays with this festive skin!
TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE,Brawlidays 2018 skin.
TID_SKIN_REWARD_TITLE_1,SKIN REWARD
TID_SKIN_REWARD_INFO_1,You have unlocked a new skin! Thank you for playing Brawl Stars in 2018
TID_SKIN_REWARD_TITLE_2,SKIN REWARD
TID_SKIN_REWARD_INFO_2,You have unlocked a new skin as reward for connecting your account to Supercell ID
TID_SKIN_REWARD_OK,CLAIM
TID_HERO_REWARD_TITLE_1,MESSAGE FROM SUPPORT
TID_HERO_REWARD_INFO_1,Brawl Stars support has donated a new Brawler to you.
TID_SKIN_REWARD_TITLE_0,MESSAGE FROM SUPPORT
TID_SKIN_REWARD_INFO_0,Brawl Stars support has donated a new Skin to you.
TID_SKIN_REWARD_TITLE_3,MESSAGE FROM SUPPORT
TID_SKIN_REWARD_INFO_3,Brawl Stars support has donated a new Skin to you.
TID_REWARD_TITLE,MESSAGE FROM SUPPORT
TID_REWARD_INFO,You have a pending donation from Brawl Stars support
TID_REWARD_INFO_RESOURCE_FIRSTWINS,<AMOUNT> Star Tokens claimed
TID_REWARD_INFO_RESOURCE_GOLD,<AMOUNT> Tokens claimed
TID_REWARD_OK,CLAIM
TID_HERO_REWARD_OK,CLAIM
TID_RANK_POPUP_TITLE,TROPHY ROAD
TID_RANK_POPUP_NEXT_GOAL,NEXT GOAL
TID_RANK_POPUP_COLLECT,COLLECT
TID_RANK_POPUP_SEASON_END_REWARD,Season Reward
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>YOUR SEASON REWARD</c>
TID_RANK_POPUP_TOTAL_INFO,Climb in total trophies to unlock rewards and reach new Leagues!\nTotal trophies is a combination of all your Brawlers' individual trophies.
TID_RANK_POPUP_SEASON_END_TITLE,SEASON ENDS IN
TID_RANK_POPUP_SEASON_END_INFO,"When the season ends, your Brawlers with over <DECAYSTART> Trophies will lose <DECAYPERCENTAGE>% of their Trophies above <DECAYSTART>."
TID_RANK_POPUP_HILITE_CAPTION_3,UNLOCK: <HERO>
TID_RANK_POPUP_HILITE_CAPTION_13,NEW EVENT: <NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,MEGA BOX
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,SPECIAL EVENTS
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,DAILY EVENTS
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,TICKET EVENTS
TID_DAILY_COINS_COLLECTED,Collected
TID_TEAM_BATTLE,CREATE
TID_TEAM_UNREADY,not ready
TID_TEAM_WAITING_WHILE_READY,You're ready!\nWaiting for others.
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME> Brawlers</c>
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,Cool!
TID_GATCHA_SCREEN_TAP,Tap! Tap!
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,EVENT TICKETS
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,BONUS!
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,Active for <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,Starting in <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_NOTE,
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,TOKEN DOUBLER
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,Get double the Tokens you earn from battles!
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,COINS
TID_GATCHA_SCREEN_GOLD_DROP_DESC,Use Coins to upgrade your Brawlers
TID_GATCHA_SCREEN_GEM_DROP_TITLE,GEMS
TID_GATCHA_SCREEN_GEM_DROP_DESC,"Use Gems to buy Boxes, Skins and other things from the Shop"
TID_GATCHA_SCREEN_HERO_POWER_TITLE,POWER POINTS
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,Upgrade unlocked!
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,Upgrade available!
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,BONUS
TID_NAVI_BLOCKED_1,You can't change page while ready!
TID_TEAM_MEMBER_INFO_READY,<NAME> is waiting for others to get ready
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME> is not yet ready for the game
TID_TEAM_MEMBER_INFO_SELF_READY,Cannot change Brawler while ready!
TID_TEAM_CHANGE_EVENT_BLOCKED,Cannot change event while ready!
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,Cannot change this while ready!
TID_TEAM_GATCHA_BLOCKED,Cannot open a box while ready!
TID_TEAM_NO_MEMBER_INFO,Team invite available for creator only
TID_TEAM_INFO_TEAM_CODE,Share this code with friends and invite them to join your Team!\n\nTap again to copy to Clipboard.
TID_FREEZER,Freezer
TID_GAME_OVER,Match over
TID_LEVEL,lvl<LVL>
TID_PLAYERS_IN_MM,There are players in the matchmaking!
TID_ONLINE_INFO,Players online: <ONLINE> in matchmaking: <MATCHMAKE> in match: <BATTLES>
TID_INPUT_NAME,Input your name here
TID_LEADERBOARD_YOUR_SCORE,Your score
TID_LEADERBOARD_YOUR_RANK,Your rank
TID_LEADERBOARD_HIGHEST_SCORE,Your Highest Score
TID_LEADERBOARD_LOCAL,LOCAL (<COUNTRY>)
TID_REGION_0,GLOBAL
TID_REGION_1,ASIA
TID_SET_REGION_RESULT_0,Region switched successfully to <REGION>
TID_SET_REGION_RESULT_1,Region change failed: cannot change region while in a Club
TID_SET_REGION_RESULT_2,Region change failed: cannot change region while in a Team
TID_VICTORY_CONDITION_COINRUSH_TITLE,Crystal Grab
TID_VICTORY_CONDITION_COINRUSH_TEXT,Grab and hold 10 gems!
TID_BATTLE_END_MY_TEAM,Your Team
TID_BATTLE_END_ENEMY_TEAM,Enemy Team
TID_BACK,BACK
TID_NOT_ENOUGH_GOLD,"Not enough Coins, open Brawl Boxes to get Coins"
TID_UNLOCK_SKIN_ERROR_1,Not enough Gems
TID_EXPERIENCE_LEVEL,Experience level
TID_BOT_1,TredoxModz
TID_BOT_2,PaulModz
TID_BOT_3,AndroidNation
TID_BOT_4,Prounsiner
TID_BOT_5,Leonardo Da Vinci
TID_BOT_6,Angela Merkel
TID_BOT_7,Paul Cornel
TID_BOT_8,Tim
TID_BOT_9,Berki
TID_CRAFT_HERO_TITLE,Buy Brawler
TID_CRAFT_HERO_BUTTON_LABEL,Buy
TID_UNLOCK_SKIN_TITLE,Buy skin
TID_SKIN_COMING_SOON,Skin not available yet
TID_UNLOCK_SKIN_BUTTON_LABEL,Buy
TID_HERO_LIST_TOTAL_TROPHIES,Total trophies
TID_TOP_TOOL_TIP_1,<c00ccff>Tokens</c> are used to open Brawl Boxes.\n\nCollect Tokens from new events and Battles.
TID_TOP_TOOL_TIP_3,"<c0ed12d>Gems</c> are used to buy Boxes, Skins and other things from the Shop.\n\nGet Gems from Brawl Boxes or purchase from the Shop with real money."
TID_TOP_TOOL_TIP_2,<cff8E1b>Coins</c> are used to upgrade your Brawlers.\n\nFind Coins inside Brawl Boxes.
TID_TOP_TOOL_TIP_4,<cff0000>Event Tickets</c> give you entry to Ticket Events.\n\nFind Event Tickets inside Brawl Boxes.
TID_GAME_MODE_0,GEM GRAB
TID_GAME_MODE_0_DESC,"Collect Gems that pop out of the Gem Mine in the middle of the map. Or, just take them from fallen opponents! Hold ten gems for the duration of a countdown to win the game!"
TID_GAME_MODE_2,HEIST
TID_GAME_MODE_2_DESC,"Protect your team's valuable safe, while trying to break open the enemy team's safe at the same time! Whichever team busts open the enemy safe first wins.\n\nIf time runs out, the team that caused more damage to the enemy team's safe is declared winner."
TID_GAME_MODE_3,BOUNTY
TID_GAME_MODE_3_DESC,"Collect Stars for your team by defeating players on the enemy team. Every time you defeat an enemy, the bounty on your head increases by one Star, up to seven Stars. Don't give them to the enemy!\n\nThe team that has more Stars when the clock runs out wins."
TID_GAME_MODE_6,SOLO SHOWDOWN
TID_GAME_MODE_6_COMBINED,SHOWDOWN
TID_GAME_MODE_6_DESC,"Take down the other nine and be the last one standing. Use any means necessary, as you only have one life."
TID_GAME_MODE_6_DESC_COMBINED,Take down everyone else and be the last one standing. Play solo or in a team of two.
TID_GAME_MODE_5,BRAWL BALL
TID_GAME_MODE_5_DESC,"Take the ball to the opposing team's goal to score! Match ends when one team scores two goals, or at full time."
TID_GAME_MODE_3_OG,WIPEOUT
TID_GAME_MODE_3_OG_DESC,"Collect Stars for your team by defeating players on the enemy team. Every time you defeat an enemy, the bounty on your head increases by one Star, up to seven Stars. Don't give them to the enemy!\n\nThe team that has more Stars when the clock runs out wins."
TID_GAME_MODE_11,SIEGE
TID_GAME_MODE_11_DESC,"Siege and destroy the enemy's IKE assembly turret! Your team also has an IKE: feed it bolts, and it will assemble a powerful Siege Robot to fight for you. Bolts appear in boxes along the factory floor. Grab a bolt and hold it for a few seconds to feed it to your IKE. Watch out, IKEs have powerful ballistic defenses - don't get too close to the enemy base without a Siege Robot to help you!"
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,Star Token
TID_BATTLE_END_GAIN_LABEL_RANK_UP,Rank up
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,Level up
TID_BATTLE_END_GAIN_LABEL_VICTORY,Victory
TID_BATTLE_END_GAIN_LABEL_DEFEAT,Defeat
TID_BATTLE_END_GAIN_LABEL_DRAW,Draw
TID_BATTLE_END_GAIN_LABEL_MVP,Star Player
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,Rank score
TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL,Time Reward
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,Tokens remaining:
TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS,Time Reward
TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM,Time Reward
TID_BATTLE_END_COIN_REWARDS,TOKEN REWARDS
TID_BATTLE_END_MVP,STAR PLAYER
TID_BATTLE_END_DEFEAT_INFO,Better luck next time!
TID_TUTORIAL_1,"Hi, I'm Shelly! Let's collect all those <ce662f9>GEMS</c>! <c0066ff>DRAG</c> the <c0066ff>BLUE CONTROL</c> with your left thumb to get me moving."
TID_TUTORIAL_2,Gotta collect them all! These <ce662f9>GEMS</c> are mine!
TID_TUTORIAL_3,"Robo targets! <ccc0033>DRAG</c> the <ccc0033>RED CONTROL</c> with your right thumb to aim your shots, and release to fire. Destroy the robos!"
TID_TUTORIAL_GOOD_JOB_1,Good job!
TID_TUTORIAL_5,More targets! You can <ccc0033>TAP</c> the <ccc0033>RED CONTROL</c> to shoot at the closest enemy. Destroy the robos!
TID_TUTORIAL_6,"Now use your Super to shoot the BOSS behind the wall! <cff9900>DRAG</c> the <cff9900>YELLOW CONTROL</c> to aim your Super, and release to fire!"
TID_TUTORIAL_555,"Nice, keep going!"
TID_TUTORIAL_7,"Good job! We've got the <ce662f9>GEMS</c>, let's head towards the exit!"
TID_TUTORIAL_8,Hitting enemies charges your Super. Use the <cff9900>yellow control</c> to attack the enemies with your Super!
TID_TUTORIAL_9,"You're a natural Brawler!\n\nNow, let's go get 'em!"
TID_TUTORIAL_10,Attacking targets charges up the Super attack meter. My Super is ready now!\nTap the Super button!
TID_TUTORIAL_11,The <cff6633>orange bars</c> show your ammo. I'll reload as fast as I can!
TID_FIGHT_TUTORIAL,PLAY
TID_HERO_SCORE_INFO,Collect Trophies for this Brawler by winning games against other players.\n\nReach <PROGRESS> trophies to achieve next Rank and earn <COINS> Tokens.
TID_HERO_SCORE_INFO_MAXED,You have reached the final rank.
TID_XP_INFO_ME,Your experience level.\n\nGain experience by Battling. Collect <REMPROGRESS> more experience points to reach level <LEVEL> and earn <COINS> Tokens.
TID_XP_INFO_OTHER,This player's experience level
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,PLAY ONE PRACTICE MATCH TO UNLOCK THE FULL GAME
TID_SOCIAL_TAB_CLANS,CLUB
TID_SOCIAL_TAB_FRIENDS,FRIENDS
TID_FRIEND_STATUS_YOU,
TID_FRIEND_STATUS_OFFLINE,
TID_FRIEND_STATUS_BATTLE,<cffffff>battling</c> for <TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>match end screen</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>spectating</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>practicing</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>in matchmaking</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>in team</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>in team</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>in team</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>battling</c>
TID_FRIEND_STATUS_MENUS,in menus
TID_FRIEND_STATUS_HOME_NO_GAMEROOM,
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,TEAM UP!
TID_ONLINE_FRIENDS_POPUP_TITLE,ONLINE PLAYERS
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,No friends or Club members online
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,No friends or Club members available for invite. Played with someone great recently? Add them as a friend!
TID_CLAN_CREATE_BUTTON,CREATE
TID_CLAN_SAVE_BUTTON,SAVE
TID_CLAN_CREATE_TITLE,CREATE A NEW CLUB
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,Last online: <cf7f7f7>< 1h ago</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,Last online: <cf7f7f7><HOURS>h ago</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,Last online: <cf7f7f7><DAYS>d ago</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,Last online: <cf7f7f7>> 1 month ago</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>BATTLING</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>IN MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>IN MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>MATCHMAKE</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>IN MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>SPECTATING</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>PRACTICING</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>IN MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>IN MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>IN MENUS</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> members online
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> member online
TID_ALLIANCE_TYPE_OPEN,Open
TID_ALLIANCE_TYPE_INVITE_ONLY,Invite only
TID_ALLIANCE_TYPE_CLOSED,Closed
TID_CLAN_SEARCH_TITLE,SEARCH FOR CLUBS
TID_CLAN_INTRO_AD_TITLE,LOOKING FOR A CLUB?
TID_CLAN_INTRO_AD_DESC,Team up and chat with other players!
TID_CLAN_INTRO_CREATE_GO,CREATE CLUB
TID_CLAN_INTRO_SEARCH_GO,SEARCH FOR CLUBS
TID_CLAN_INTRO_REFRESH,REFRESH
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,This Club requires <REQ> trophies to join. You only have <SCORE> trophies.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,This Club is closed
TID_STREAM_ENTRY_AGE,<time> ago
TID_ALLIANCE_ROLE_LEADER,President
TID_ALLIANCE_ROLE_CO_LEADER,Vice President
TID_ALLIANCE_ROLE_MEMBER,Member
TID_ALLIANCE_ROLE_ELDER,Senior
TID_STREAM_SENDER_YOU,You
TID_GOLDRUSH_1,Hard Rock Mine
TID_BANKHEIST_1,Bandit Stash
TID_WANTED_1,Temple Ruins
TID_BATTLE_ROYALE_1,Skull Creek
TID_GOLDRUSH_2,Crystal Cavern
TID_BANKHEIST_2,Kaboom Canyon
TID_WANTED_2,Outlaw Camp
TID_BATTLE_ROYALE_2,Scorched Stone
TID_GOLDRUSH_3,Deathcap Cave
TID_BANKHEIST_3,Safe Zone
TID_WANTED_3,Stone Fort
TID_BATTLE_ROYALE_3,Rockwall Brawl
TID_WANTED_4,Deathcap Trap
TID_GOLDRUSH_4,Stone Fort
TID_WANTED_5,Crystal Clearing
TID_GOLDRUSH_5,Undermine
TID_WANTED_6,Snake Prairie
TID_WANTED_7,Shooting Star
TID_GOLDRUSH_6,Deep Siege
TID_GOLDRUSH_7,Chill Cave
TID_BATTLE_ROYALE_4,Feast or Famine
TID_WANTED_8,Hideout
TID_BANKHEIST_4,G.G. Corral
TID_CLAN_MEMBERS_ONLINE,Members Online: <COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,Club trophies
TID_CLAN_SEARCH_OK,SEARCH
TID_CLAN_INFO_NAME,CLUB NAME
TID_CLAN_INFO_BADGE,BADGE
TID_CLAN_INFO_DESC,DESCRIPTION
TID_CLAN_INFO_TOTAL_TROPHIES,CLUB TROPHIES
TID_CLAN_INFO_TYPE,TYPE
TID_CLAN_INFO_TAG,Club Tag
TID_CLAN_INFO_MIN_TROPHIES,REQUIRED TROPHIES
TID_CLAN_INFO_LEAVE,LEAVE
TID_CLAN_INFO_SETTINGS,SETTINGS
TID_CLAN_INFO_JOIN,JOIN
TID_CLAN_INFO_MESSAGE,Message
TID_CLAN_INFO_REQUEST_JOIN,Request join
TID_CLAN_SEARCH_NO_RESULTS,No Clubs found
TID_CLAN_SEARCH_INITIAL,No search string
TID_CLAN_INFO_MEMBERS,Members
TID_CLAN_INFO_SELECT_BADGE,BROWSE
TID_SELECT_BADGE,SELECT BADGE
TID_ALLIANCE_CREATE_OK,Club created successfully
TID_CLAN_CHANGE_SETTINGS_TITLE,CLUB SETTINGS
TID_TITLE_ALLIANCE,Club info
TID_ALLIANCE_LEFT,You have left the Club
TID_CLAN_MEMBER_DEMOTE,Demote
TID_CLAN_MEMBER_PROMOTE,Promote
TID_CLAN_MEMBER_KICK,Kick
TID_CLAN_MEMBER_VIEW_ALLIANCE,View Club
TID_BUTTON_INVITE,INVITE
TID_PLAYER_INFO_GOTO_CLAN,View Club
TID_PLAYER_INFO_HEROES,Brawlers (<FOUND>/<TOTAL>)
TID_SELECT_PLAYER_THUMBNAIL,Select icon
TID_SELECT_PLAYER_THUMBNAIL_FAIL_2,This icon unlocks at experience level <LEVEL>
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,This icon unlocks at <TROPHIES> total trophies
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT> wins
TID_PLAYER_INFO_STATS_HEADER,STATS
TID_PLAYER_STAT_1,3 VS 3 VICTORIES
TID_PLAYER_STAT_4,HIGHEST TROPHIES
TID_PLAYER_STAT_8,SOLO VICTORIES
TID_PLAYER_STAT_10,BEST TIME AS BIG BRAWLER
TID_PLAYER_STAT_9,BEST ROBO RUMBLE TIME
TID_PLAYER_STAT_11,DUO VICTORIES
TID_NO_CLAN,Not in a Club
TID_ULTIMATE_NOT_READY,Hit enemies to charge up your Super!
TID_CANT_ACTIVATE_ULTI,Cannot activate Super when defeated!
TID_NAME_TOO_SHORT,Your name is too short
TID_ALLIANCE_JOINED,Club joined
TID_COIN_RUSH_INTRO_TEXT,Grab 10 gems to win
TID_BOUNTY_HUNTER_INTRO_TEXT,Defeat Brawlers for stars
TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK,Shoot open the enemy safe
TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND,Shoot open the enemy safe
TID_GO,BATTLE!
TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE,CONFIRM LEAVE
TID_ALLIANCE_LEAVE_CONFIRMATION,\n\nAre you sure you want to leave the Club?
TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE,LEAVE
TID_ALLIANCE_PROMOTE_TITLE,Confirm Promote
TID_ALLIANCE_PROMOTE_CONFIRMATION,Are you sure you want to promote <NAME> to role <ROLE>?
TID_ALLIANCE_PROMOTE_BUTTON,Promote
TID_ALLIANCE_KICK_TITLE,Confirm Kick
TID_ALLIANCE_KICK_CONFIRMATION,Are you sure you want to kick <NAME> from the Club?
TID_ALLIANCE_KICK_BUTTON,Kick
TID_ALLIANCE_DEMOTE_TITLE,Confirm Demote
TID_ALLIANCE_DEMOTE_CONFIRMATION,Are you sure you want to demote <NAME> to role <ROLE>?
TID_ALLIANCE_DEMOTE_BUTTON,Demote
TID_CLAN_RESPONSE_10,Settings saved
TID_CLAN_RESPONSE_20,Club created
TID_CLAN_RESPONSE_21,Creating a Club failed! Please try again later.
TID_CLAN_RESPONSE_22,Name not accepted
TID_CLAN_RESPONSE_23,Description not accepted
TID_CLAN_RESPONSE_24,Name too short
TID_CLAN_RESPONSE_40,Club joined
TID_CLAN_RESPONSE_42,Join failed: Club is full
TID_CLAN_RESPONSE_43,Join failed: Club is not open
TID_CLAN_RESPONSE_45,Join failed: you don't have enough trophies to join this Club
TID_CLAN_RESPONSE_46,Join failed: you're banned from this Club because of an earlier kick/rejected join request
TID_CLAN_RESPONSE_47,Join failed: too many Club joins today. Joining a Club has been blocked for you today.
TID_CLAN_RESPONSE_48,Join failed: cannot join a Club in another region.
TID_CLAN_RESPONSE_50,Join request sent successfully
TID_CLAN_RESPONSE_51,Join request sending failed: Club is no longer open for membership requests
TID_CLAN_RESPONSE_52,Join request sending failed: you already have a pending request to this Club
TID_CLAN_RESPONSE_53,Join request sending failed: you don't have enough trophies to join this Club
TID_CLAN_RESPONSE_54,Join request failed: you're banned from this Club because of an earlier kick/rejected join request
TID_CLAN_RESPONSE_55,Join request failed: cannot join a Club in another region.
TID_CLAN_RESPONSE_70,Kick success
